Escola,Código INEP,UF,Município,Localização,Endereço,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Latitude,Longitude
IFMA - CAMPUS PRESIDENTE DUTRA,21283290,MA,Presidente Dutra,Rural,"BR 226, KM 207, S/N PEDRA BRANCA. 65760-000 Presidente Dutra - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-5.28571547,-44.50041265
IFMA - CAMPUS ITAPECURU MIRIM,21283303,MA,Itapecuru Mirim,Urbana,"RUA JOAO BATISTA PEREIRA DOS SANTOS, S/N CENTRO. 65485-000 Itapecuru Mirim - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-3.40474599,-44.36230023
IFMA - CAMPUS AVANCADO CAROLINA,21284326,MA,Carolina,Urbana,"PRACA DO ESTUDANTE, 64 CENTRO. 65980-000 Carolina - MA.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-7.33656331,-47.46779806
IFMA - CAMPUS ARAIOSES,21284334,MA,Araioses,Urbana,"RUA JOSE DE ALENCAR, S/N CUMPRIDA. 65570-000 Araioses - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-2.890942167,-41.91444911
IFMA - CAMPUS SANTA INES,21435200,MA,Santa Inês,Urbana,"AVENIDA MARECHAL CASTELO BRANCO, S/N CANAA. 65300-640 Santa Inês - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-3.65975414,-45.3982419
IFMA - CAMPUS ZE DOCA,21435219,MA,Zé Doca,Urbana,"RUA DA TECNOLOGIA, 215 VILA AMORIM. 65365-000 Zé Doca - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-3.285696,-45.65185
IFMA - CAMPUS ALCANTARA,21436207,MA,Alcântara,Urbana,"RUA DO FORTE, S/N CENTRO. 65250-000 Alcântara - MA.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-2.40825899,-44.41308957
IFMA - CAMPUS SAO LUIS CENTRO HISTORICO,21436215,MA,São Luís,Urbana,"RUA AFONSO PENA, 174 CENTRO. 65010-030 São Luís - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-2.532039,-44.30376
IFMA - CAMPUS BURITICUPU,21437203,MA,Buriticupu,Urbana,"RUA DEPUTADO GASTAO VIEIRA, 1.000 VILA MANSUETO. 65393-000 Buriticupu - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.321454675,-46.44940121
IFMA - CAMPUS ACAILANDIA,21438200,MA,Açailândia,Urbana,"AVENIDA PROJETADA, SN VILA PROGRESSO II. 65930-000 Açailândia - MA.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-4.952357,-47.47956
UFMG - COLEGIO TECNICO,31000019,MG,Belo Horizonte,Urbana,"AVENIDA PRESIDENTE ANTONIO CARLOS, 6.627 PREDIO DO COLTEC. PAMPULHA. 31270-901 Belo Horizonte - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.87174833,-43.963275
IFMG - CAMPUS OURO BRANCO,31000096,MG,Ouro Branco,Urbana,"RUA AFONSO SARDINHA, 90 MINAS TALCO. 36494-018 Ouro Branco - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.5134624,-43.7130801
IFMG - CAMPUS BETIM,31000576,MG,Betim,Urbana,"RUA ITAGUASSU, 595 SAO CAETANO. 32656-840 Betim - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.9383601,-44.1176711
IFMG - CAMPUS RIBEIRAO DAS NEVES,31000770,MG,Ribeirão das Neves,Urbana,"RUA VERA LUCIA DE OLIVEIRA ANDRADE, 800 VILA ESPLANADA. 33805-488 Ribeirão das Neves - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.77888,-44.08113
CAMPUS SANTOS DUMONT,31002277,MG,Santos Dumont,Urbana,"TECNICO PANAMA, 45 QUARTO DEPOSITO. 36246-311 Santos Dumont - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.4690459,-43.5428255
IFSULDEMINAS - CAMPUS PASSOS,31002625,MG,Passos,Urbana,"RUA DA PENHA, 290 PENHA II. 37903-358 Passos - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.714303,-46.6281949
IFSULDEMINAS - CAMPUS POCOS DE CALDAS,31003656,MG,Poços de Caldas,Urbana,"AVENIDA DIRCE PEREIRA ROSA, 300 JARDIM ESPERANCA. 37713-100 Poços de Caldas - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.837015,-46.5591447
IFSULDEMINAS - CAMPUS POUSO ALEGRE,31004393,MG,Pouso Alegre,Urbana,"AVENIDA MARIA DA CONCEICAO SANTOS, 900 PARQUE REAL. 37560-260 Pouso Alegre - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.29122629,-45.9214791
CEFET-MG - UNED CONTAGEM,31005144,MG,Contagem,Urbana,"ALAMEDA DAS PERDIZES, 61 CABRAL. 32146-054 Contagem - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.9545094,-44.0276915
UFMG - TEATRO UNIVERSITARIO,31007643,MG,Belo Horizonte,Urbana,"AVENIDA PRESIDENTE ANTONIO CARLOS, 6627 PAMPULHA. 31270-901 Belo Horizonte - MG.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-19.86264115,-43.96006249
IFTM - CAMPUS UBERLANDIA CENTRO,31009107,MG,Uberlândia,Urbana,"RUA BLANCHE GALASSI, 150 MORADA DA COLINA. 38411-104 Uberlândia - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.9330011,-48.2801004
IFTM - CAMPUS PATROCINIO,31009921,MG,Patrocínio,Urbana,"AVENIDA LIRIA TEREZINHA LASSI CAPUANO, 255 UNIVERSITARIO. 38747-792 Patrocínio - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.95577585,-46.98288975
IFSULDEMINAS - CAMPUS CARMO DE MINAS,31010890,MG,Carmo de Minas,Urbana,"ALAMEDA MURILO EUGENIO RUBIAO, S/N CHACRINHA. 37472-000 Carmo de Minas - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.1273731,-45.1369451
IFSULDEMINAS - CAMPUS TRES CORACOES,31013511,MG,Três Corações,Urbana,"RUA CORONEL EDGARD CAVALCANTI DE ALBUQUERQUE, 61 CHACARA DAS ROSAS. 37417-158 Três Corações - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.69280833,-45.26035667
IFTM - CAMPUS PATOS DE MINAS,31013945,MG,Patos de Minas,Rural,"AVENIDA B, 155 NOVO PLANALTO. 38706-328 Patos de Minas - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.64563727,-46.49181708
IFMG - CAMPUS AVANCADO PIUMHI,31014259,MG,Piumhi,Urbana,"RUA SEVERO VELOSO, 1880 BELA VISTA. 37925-000 Piumhi - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.4585714,-45.9568445
IFMG - CAMPUS AVANCADO PONTE NOVA,31014267,MG,Ponte Nova,Urbana,"PRACA JOSE EMILIANO DIAS, 87 CENTRO. 35430-034 Ponte Nova - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.41910183,-42.9131016
IFMG - CAMPUS AVANCADO CONSELHEIRO LAFAIETE,31014550,MG,Conselheiro Lafaiete,Urbana,"RUA PADRE TEOFILO REYN, 441 SAO DIMAS. 36407-122 Conselheiro Lafaiete - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.6703262,-43.8061477
CAMPUS BARBACENA,31014621,MG,Barbacena,Urbana,"MONSENHOR JOSE AUGUSTO, 204 SAO JOSE. 36205-018 Barbacena - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.22753,-43.76808
IFMG - CAMPUS AVANCADO ITABIRITO,31015018,MG,Itabirito,Urbana,"RUA JOSE BENEDITO, 139 SANTA EFIGENIA. 35455-040 Itabirito - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.2552271,-43.793119
IFTM - CAMPUS AVANCADO UBERABA PARQUE TECNOLOGICO,31020348,MG,Uberaba,Urbana,"AVENIDA DOUTOR FLORESTAN FERNANDES, 131 UNIVERDECIDADE. 38064-190 Uberaba - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.7187579,-47.9579774
IFTM - CAMPUS AVANCADO CAMPINA VERDE,31023720,MG,Campina Verde,Rural,"BR 364 KM 139, FAZENDA CAMPO BELO. ZONA RURAL. 38270-000 Campina Verde - MG.",Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.5403065,-49.5199026
IFNMG - CAMPUS AVANCADO JANAUBA,31026389,MG,Janaúba,Urbana,"RODOVIA MG-401, 5525 BOA VISTA. 39444-001 Janaúba - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.8014506,-43.3100307
IFNMG - CAMPUS TEOFILO OTONI,31026540,MG,Teófilo Otoni,Urbana,"RUA MOCAMBI, 295 VIRIATO. 39800-430 Teófilo Otoni - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-17.84743361,-41.52694057
IFNMG - CAMPUS DIAMANTINA,31026699,MG,Diamantina,Urbana,"FAZENDA BIRIBIRI, S/N KM 624 RODOVIA 367. ZONA RURAL. 39100-000 Diamantina - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.2421464,-43.6024748
IFMG - CAMPUS AVANCADO ARCOS,31030947,MG,Arcos,Urbana,"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 485 BRASILIA. 35600-306 Arcos - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.29797167,-45.54381333
IFNMG - CAMPUS AVANCADO PORTEIRINHA,31031471,MG,Porteirinha,Urbana,"AVENIDA JOSE SILVEIRA LOPES, 429 VILA SERRANOPOLIS. 39520-000 Porteirinha - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.73982988,-43.02184889
IFNMG - CENTRO DE REFERENCIA EM EDUCACAO A DISTANCIA,31031552,MG,Montes Claros,Urbana,"RUA SANTA TEREZINHA, 45 CIDADE NOVA. 39400-468 Montes Claros - MG.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,                              ,                              
IFMG - CAMPUS BAMBUI,31031755,MG,Bambuí,Rural,"FAZENDA VARGINHA, RODOVIA BAMBUI/MEDEIROS, KM 05 - CAIXA POSTAL 05, S/N ZONA RURAL. 38900-000 Bambuí - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.0326946,-46.009347
UFV - CENTRO DE ENSINO E DESENVOLVIMENTO AGRARIO,31031763,MG,Florestal,Rural,"ROD LMG 818 KM 6, S Nº FAZENDA. CEDAF. 35690-000 Florestal - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.88410896,-44.41733265
IFNMG - CENTRO DE REFERENCIA CORINTO,31032869,MG,Corinto,Urbana,"RUA RISOLETA, 1041 CLARINDO DE PAIVA. 39200-000 Corinto - MG.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-18.3692966,-44.4629094
CAMPUS MANHUACU,31035108,MG,Manhuaçu,Urbana,"RODOVIA BR116, KM 589,8, DISTRITO DE REALEZA. 36909-300 Manhuaçu - MG.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-20.2459782,-42.1503613
CAMPUS AVANCADO BOM SUCESSO,31035124,MG,Bom Sucesso,Urbana,"RUA DA INDEPENDENCIA, 30 APARECIDA. 37220-000 Bom Sucesso - MG.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,                              ,                              
CAMPUS AVANCADO CATAGUASES,31035523,MG,Cataguases,Urbana,"CHACARA GRANJARIA, S/N, GRANJARIA. 36773-002 Cataguases - MG.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-21.38338531,-42.70132407
CAMPUS AVANCADO UBA,31036155,MG,Ubá,Urbana,"RODOVIA MGT 265, KM 83- RODOVIA UBA-JUIZ DE FORA, S/N HORTO FLORESTAL. 36508-899 Ubá - MG.",Entre 51 e 200 matrículas de escolarização,Educação Profissional,-21.12408124,-42.91848043
IFMG - CAMPUS IBIRITE,31040985,MG,Ibirité,Urbana,"RUA RUA MATO GROSSO, 02 VISTA ALEGRE - 1ª SECAO. 32407-190 Ibirité - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.03970333,-44.03320667
IFMG - CAMPUS SAO JOAO EVANGELISTA,31041548,MG,São João Evangelista,Rural,"AVENIDA PRIMEIRO DE JUNHO, 1043 IFMG/SJE. CENTRO. 39705-000 São João Evangelista - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.54924,-42.76124
IFSULDEMINAS - CAMPUS INCONFIDENTES,31054267,MG,Inconfidentes,Urbana,"PRACA TIRADENTES, 61 416. CENTRO. 37576-000 Inconfidentes - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.31803851,-46.32817492
IFNMG - CAMPUS JANUARIA,31062260,MG,Januária,Rural,"FAZENDA SAO GERALDO, S/Nº BOM JARDIM. 39480-000 Januária - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",                              ,                              
CAMPUS JUIZ DE FORA,31067873,MG,Juiz de Fora,Urbana,"BERNARDO MASCARENHAS, 1283 FABRICA. 36080-001 Juiz de Fora - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-21.74255338,-43.37523387
IFTM - CAMPUS UBERABA,31158151,MG,Uberaba,Urbana,"RUA JOAO BATISTA RIBEIRO, 4000 DISTRITO INDUSTRIAL IV. 38064-790 Uberaba - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.66563136,-47.96990626
IFTM - CAMPUS UBERLANDIA,31166553,MG,Uberlândia,Rural,"FAZENDA SOBRADINHO S/Nº, S/N ZONA RURAL. 38400-970 Uberlândia - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.7652665,-48.288695
UFU - ESCOLA TECNICA DE SAUDE,31166561,MG,Uberlândia,Urbana,"AVENIDA JOAO NAVES DE AVILA 2121, 2121 SANTA MONICA. 38400-902 Uberlândia - MG.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,-18.8848658,-48.25877759
IFSULDEMINAS - CAMPUS MACHADO,31170674,MG,Machado,Rural,"RODOVIA MACHADO PARAGUACU, KM 03, S/N SANTO ANTONIO. 37750-000 Machado - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.70109322,-45.89036504
CAMPUS RIO POMBA,31180696,MG,Rio Pomba,Urbana,"AVENIDA DOUTOR JOSE SEBASTIAO DA PAIXAO, S/N LINDO VALE. 36180-000 Rio Pomba - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-21.25153279,-43.15786311
CEFET-MG - UNED LEOPOLDINA,31224278,MG,Leopoldina,Urbana,"RUA JOSE PERES, 558 CENTRO. 36700-001 Leopoldina - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.53167422,-42.63383948
IFNMG - CAMPUS SALINAS,31233269,MG,Salinas,Rural,"FAZENDA VARGINHA, KM 02, ROD. MG 404, S/N 39560-000 Salinas - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.1569065,-42.3107111
CEFET-MG - UNED ARAXA,31237736,MG,Araxá,Urbana,"AVENIDA MINISTRO OLAVO DRUMMOND, 25 PREDIO. AMAZONAS. 38180-129 Araxá - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.57852063,-46.95324194
IFSULDEMINAS - CAMPUS MUZAMBINHO,31242624,MG,Muzambinho,Rural,"RODOVIA BR 491, KM 35, CAIXA POSTAL 02. MORRO PRETO. 37890-000 Muzambinho - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.35028938,-46.52880197
CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS,31245488,MG,Belo Horizonte,Urbana,"AVENIDA AMAZONAS, 5253 NOVA SUICA. 30421-169 Belo Horizonte - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.9304129,-43.9782947
IFMG - CAMPUS OURO PRETO,31253227,MG,Ouro Preto,Urbana,"RUA PANDIA CALOGERAS, 898 BAUXITA. 35402-170 Ouro Preto - MG.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.39597,-43.49969
CEFET-MG - UNED DIVINOPOLIS,31268631,MG,Divinópolis,Urbana,"RUA ALVARES AZEVEDO, 400 BELVEDERE II. 35503-822 Divinópolis - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.1723414,-44.9098461
UFTM - CENTRO DE FORMACAO ESPECIAL EM SAUDE,31308251,MG,Uberaba,Urbana,"AVENIDA GETULIO GUARITA, 159 TERCEIRO ANDAR. NOSSA SENHORA DA ABADIA. 38025-440 Uberaba - MG.",Entre 201 e 500 matrículas de escolarização,Educação Profissional,-19.7522075,-47.9322966
CEFET-MG - UNED TIMOTEO,31333361,MG,Timóteo,Urbana,"RUA DEZENOVE DE NOVEMBRO, 121 CENTRO. 35180-008 Timóteo - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.5390398,-42.6504031
CEFET-MG - UNED VARGINHA,31334073,MG,Varginha,Urbana,"AVENIDA DOS IMIGRANTES, 1000 VARGEM. 37022-560 Varginha - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.5493299,-45.419534
CEFET-MG - UNED NEPOMUCENO,31334260,MG,Nepomuceno,Urbana,"AVENIDA MONSENHOR LUIZ DE GONZAGA, 103 PREDIO. CENTRO. 37250-000 Nepomuceno - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.23834455,-45.23404408
IFMG - CAMPUS FORMIGA,31344664,MG,Formiga,Urbana,"RUA SAO LUIZ GONZAGA, S/N SAO LUIZ. 35577-010 Formiga - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.4528737,-45.4382293
IFMG - CAMPUS CONGONHAS,31345385,MG,Congonhas,Urbana,"AVENIDA MICHAEL PEREIRA DE SOUZA, 3007 CAMPINHO. 36417-050 Congonhas - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-20.48572674,-43.84114761
IFTM - CAMPUS ITUIUTABA,31345407,MG,Ituiutaba,Urbana,"RUA BELARINO VILELA JUNQUEIRA, S/N NOVO TEMPO II. 38305-200 Ituiutaba - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.018735,-49.4775035
IFTM - CAMPUS PARACATU,31345415,MG,Paracatu,Rural,"RODOVIA MG 188 - ALIRIO HERVAL - KM 167, S/N CAIXA POSTAL 134. FAZENDINHA. 38600-970 Paracatu - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-17.24740341,-46.88119496
IFNMG - CAMPUS ARINOS,31345440,MG,Arinos,Urbana,"RODOVIA 202 KM 392, S/N ARINOS-BURITIS CP 5. ZONA RURAL. 38680-000 Arinos - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.92174333,-46.13612833
IFNMG - CAMPUS ARACUAI,31347272,MG,Araçuaí,Rural,"FAZENDA DO MEIO PE DA SERRA BR 367, KM 278, S/N ZONA RURAL. 39600-000 Araçuaí - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.8481893,-42.0363451
IFMG - CAMPUS GOVERNADOR VALADARES,31347701,MG,Governador Valadares,Urbana,"AVENIDA MINAS GERAIS, 5189 OURO VERDE. 35057-760 Governador Valadares - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.83006873,-41.97578981
CEFET-MG - UNED CURVELO,31347787,MG,Curvelo,Urbana,"RUA RAYMUNDO MATTOSO, 900 SANTA RITA. 35790-636 Curvelo - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.7438744,-44.4465947
CAMPUS MURIAE,31347914,MG,Muriaé,Urbana,"CORONEL MONTEIRO DE CASTRO, 550 BARRA. 36884-036 Muriaé - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.12699906,-42.37857936
CAMPUS SAO JOAO DELREI,31348031,MG,São João del Rei,Urbana,"AMERICO DAVIM FILHO, VILA SAO PAULO. 36301-358 São João del Rei - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-21.11177436,-44.2471156
IFNMG - CAMPUS PIRAPORA,31349410,MG,Pirapora,Urbana,"AVENIDA DOUTOR HUMBERTO MALLARD, 1355 SANTOS DUMONT. 39274-140 Pirapora - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-17.33873755,-44.92550255
IFNMG - CAMPUS MONTES CLAROS,31349607,MG,Montes Claros,Urbana,"RUA DOIS, 300 VILLAGE DO LAGO I. 39404-058 Montes Claros - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.6866114,-43.827678
IFNMG - CAMPUS ALMENARA,31349658,MG,Almenara,Rural,"RODOVIA BR 367, KM 111 ZONA RURAL. 39900-000 Almenara - MG.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.2290139,-40.7439411
IFMG - CAMPUS SABARA,31355402,MG,Sabará,Urbana,"RODOVIA MGC-262, S/Nº DISTRITO INDUSTRIAL DO SOBRADINHO. 34590-390 Sabará - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.89504,-43.79352
IFMG - CAMPUS SANTA LUZIA,31358150,MG,Santa Luzia,Urbana,"RUA ERICO VERISSIMO, 317 LONDRINA SAO BENEDITO. 33115-390 Santa Luzia - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.7940425,-43.9139826
IFMG - CAMPUS AVANCADO DE IPATINGA,31359017,MG,Ipatinga,Urbana,"RUA MARIA SILVA, 125 VENEZA. 35164-261 Ipatinga - MG.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-19.47171281,-42.52699348
IFMS - CAMPUS DOURADOS,50033115,MS,Dourados,Urbana,"RUA FILINTO MULLER, 1790 JARDIM CANAA 1. 79833-520 Dourados - MS.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-22.22333,-54.80987
IFMS - CAMPUS JARDIM,50033182,MS,Jardim,Urbana,"BR 060, S/N SAIDA P/ BELA VISTA. 79240-000 Jardim - MS.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-21.49779294,-56.16177276
IFMS - CAMPUS NAVIRAI,50033212,MS,Naviraí,Urbana,"HILDA, 203 BOA VISTA. 79950-000 Naviraí - MS.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-23.06939167,-54.212185
IFMS - CAMPUS NOVA ANDRADINA,50072900,MS,Nova Andradina,Rural,"ZONA RURAL, S/N KM 23. RURAL. 79750-000 Nova Andradina - MS.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.0799895,-53.45499152
IFMS - CAMPUS AQUIDAUANA,50082817,MS,Aquidauana,Urbana,"RUA JOSE TADAO ARIMA, 222 VILA YCARAI. 79200-000 Aquidauana - MS.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-20.4813237,-55.7727562
IFMS - CAMPUS CAMPO GRANDE,50082825,MS,Campo Grande,Urbana,"RUA TAQUARI, 831 SANTO ANTONIO. 79100-510 Campo Grande - MS.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-20.45797,-54.61656
IFMS - CAMPUS CORUMBA,50082833,MS,Corumbá,Urbana,"RUA PEDRO DE MEDEIROS, 941 POPULAR VELHA. 79310-110 Corumbá - MS.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-19.0125164,-57.6408054
IFMS - CAMPUS COXIM,50082841,MS,Coxim,Urbana,"RUA SALIME TANURE, S/N, S/N SANTA TEREZA. 79400-000 Coxim - MS.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-18.48531934,-54.75318681
IFMS - CAMPUS PONTA PORA,50082850,MS,Ponta Porã,Rural,"BR 463, KM 14 SANGA PUITA. 79909-000 Ponta Porã - MS.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-22.6198944,-55.6094327
IFMS - CAMPUS TRES LAGOAS,50082868,MS,Três Lagoas,Urbana,"RUA ANGELO MELAO, 790 JARDIM DAS PAINEIRAS. 79641-162 Três Lagoas - MS.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-20.7630718,-51.7056362
IFMT - CAMPUS SAO VICENTE,51037572,MT,Cuiabá,Rural,"RUA RODOVIA BR-364, KM329, S/N ZONA RURAL. VILA DE SAO VICENTE. 78106-000 Cuiabá - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",                              ,                              
IFMT - CAMPUS CUIABA - CORONEL OCTAYDE JORGE DA SILVA,51038536,MT,Cuiabá,Urbana,"RUA PROF ZULMIRA CANAVARROS, 95 ATRAS DO CEMITERIO. CENTRO. 78005-200 Cuiabá - MT.",Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.59308,-56.09907
IFMT - CAMPUS CACERES,51045168,MT,Cáceres,Rural,"AVENIDA EUROPA, 3000 DISTRITO INDUSTRIAL. 78201-380 Cáceres - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-16.13079839,-57.69483338
IFMT - CAMPUS RONDONOPOLIS,51064740,MT,Rondonópolis,Urbana,"RUA ANANIAS MARTINS DE SOUZA, 861 RESIDENCIAL VILA MINEIRA. 78721-520 Rondonópolis - MT.",Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-16.42189401,-54.62788481
IFMT - CAMPUS BARRA DO GARCAS,51064758,MT,Barra do Garças,Urbana,"RUA JOSE MAURICIO ZAMPA, LOTEAMENTO BR-070. 78605-099 Barra do Garças - MT.",Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-15.87394629,-52.30109372
